微博id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
zEaWvexG5,重装Ubuntu 12.04，装完之后发觉用的是64位的盘，这才发现原来6岁的小黑是64位的…  ,无,无,2013-07-02 23:05,微博 weibo.com,0,0,7
zDOeTpHui,今儿网络各种抽风是因为明儿某邪门儿组织生日吗？  ,无,无,2013-06-30 13:17,微博 weibo.com,0,0,3
zDHjVmj1G,代发招聘信息：英特尔物联技术研究院招Android开发实习生两名，有意者可联系 @杨栋_大数据  ,无,无,2013-06-29 19:40,微博 weibo.com,0,0,1
zC3g4c9hr,七年前的今晚我闹腾完本科班的毕业散伙饭，跟轮滑社众刷子从玉泉刷到之江再经五老峰隧道刷回玉泉。临近终点某美女被坑绊倒飞出去狠摔一跤伤了肩膀和手肘，事后据描述爬起来后第一句话是“还好没有摔到脸！”然后打车一同回紫金港，然后一块在蓝田吃宵夜，然后互换了手机号，再然后就成了我老婆   原图 ,http://ww4.sinaimg.cn/large/7045e02djw1e5spn4o91zj20dc0hs3z7.jpg,无,2013-06-18 23:50,微博 weibo.com,13,40,40
zAKrWbhJK,RAFT是Paxos的一个变种，以简明易懂、易于工程实现为目标 http://t.cn/zHH5EYO 打个比方的话，如果说Paxos是《算法导论》里的伪码，RAFT就是《算法》里的Java代码。多处加强了约束，减少了不确定性，数学不过关的系统工程师有福了…  ,无,无,2013-06-10 10:07,微博 weibo.com,0,22,1
zyPTVoI94,最近几乎天天到清华cosplay大学生上自习，效果逼真，从未被识破  ,无,无,2013-05-28 20:19,微博 weibo.com,2,1,38
zyPNqlg3T,不能轻易给要求自动发微博的应用授权呐，默默的就帮你刷屏了…  ,无,无,2013-05-28 20:03,微博 weibo.com,0,0,1
zyHu1hYn8,分享 John Williams 的专辑《Spanish Guitar Favorites》 专辑地址：http://t.cn/zlhwSpE（分享自 @虾米音乐）  原图 ,http://ww1.sinaimg.cn/large/7045e02djw1e538vg4040j20jg0jgn15.jpg,无,2013-05-27 22:53,虾米音乐,1,1,2
zyHtVES2o,分享 John Williams 的专辑《John Williams: The Seville Concert》 专辑地址：http://t.cn/zjeiKVY（分享自 @虾米音乐）  原图 ,http://ww4.sinaimg.cn/large/7045e02djw1e538v7zem5j20dw0dwdh9.jpg,无,2013-05-27 22:53,虾米音乐,0,0,0
zyHtUddcF,分享 John Williams 的专辑《From the Jungles of Paraguay》 专辑地址：http://t.cn/zlZZIZn（分享自 @虾米音乐）  原图 ,http://ww1.sinaimg.cn/large/7045e02djw1e538v5brggj208c088aaj.jpg,无,2013-05-27 22:53,虾米音乐,0,0,0
zyHtRfR7t,分享 John Williams 的专辑《Black Decameron》 专辑地址：http://t.cn/zHMZ0RD（分享自 @虾米音乐）  原图 ,http://ww3.sinaimg.cn/large/7045e02djw1e538v0p0scj20dw0dwmzi.jpg,无,2013-05-27 22:53,虾米音乐,0,0,0
zyHtOiv6x,分享 John Williams 的专辑《The Guitarist》 专辑地址：http://t.cn/zHMZpFs（分享自 @虾米音乐）  原图 ,http://ww3.sinaimg.cn/large/7045e02djw1e538uwf47bj208c08c74k.jpg,无,2013-05-27 22:53,虾米音乐,0,0,2
zyHto1rSH,分享 John Williams 的专辑《Pure Acoustic》 专辑地址：http://t.cn/zlwcFfG（分享自 @虾米音乐）  原图 ,http://ww3.sinaimg.cn/large/7045e02djw1e538tteq0tj207q06t3yr.jpg,无,2013-05-27 22:52,虾米音乐,0,0,0
zyHfSyjTL,分享 杨雪霏 的专辑《Bach Concertos》 专辑地址：http://t.cn/zW1OCuP（分享自 @虾米音乐）  原图 ,http://ww2.sinaimg.cn/large/7045e02djw1e537v7en1yj208c08cgm0.jpg,无,2013-05-27 22:19,虾米音乐,0,0,0
zyHf7AhgZ,分享 杨雪霏 的专辑《Rodrigo: Concierto de Aranjuez; Stephen Goss: Albéniz Concerto》 专辑地址：http://t.cn/zYvfoEf（分享自 @虾米音乐）  原图 ,http://ww1.sinaimg.cn/large/7045e02djw1e537t99pmlj20b40b4js5.jpg,无,2013-05-27 22:17,虾米音乐,0,0,0
zyHeM1Bm8,分享 杨雪霏 的专辑《SIJI(四季)》 专辑地址：http://t.cn/zliFFzW（分享自 @虾米音乐）  原图 ,http://ww3.sinaimg.cn/large/7045e02djw1e537scvzzmj208c08cgmc.jpg,无,2013-05-27 22:16,虾米音乐,0,1,0
zyH58xlAw,分享 杨雪霏 的专辑《杨雪霏·古典吉他》 专辑地址：http://t.cn/zlLkkIg（分享自 @虾米音乐）  原图 ,http://ww1.sinaimg.cn/large/7045e02djw1e5373nw7x5j208w08w0tc.jpg,无,2013-05-27 21:52,虾米音乐,0,0,0
zyH56rXlx,分享 杨雪霏 的专辑《Romance De Amor》 专辑地址：http://t.cn/zl3J5YG（分享自 @虾米音乐）  原图 ,http://ww2.sinaimg.cn/large/7045e02djw1e5373kgp06j20rs0rswh2.jpg,无,2013-05-27 21:52,虾米音乐,0,0,0
zwlWvvpzz,To @灵魂机器 ，昨天提到的纯函数式数据结构的论文。另有一本同作者同名的书，但没有免费版本 Purely functional data structures - Okasaki - 1999 http://t.cn/zOdEBds  ,无,无,2013-05-12 12:23,微博 weibo.com,0,3,1
zvm4qDQTO,感谢今天 #北京GDG# 的 @hanguokai 老师和列位组织者。终于近距离仰慕到 @许式伟 老师，很激动！今天时间没控制好，本来还准备了一个小demo，结果还没用上就超时了。另外微博上搜GDG果然还是郭德纲比较多…  ,无,无,2013-05-05 22:52,微博 weibo.com,0,4,4
zvdw9lOij,在Google上搜Erlang的图，二郎神（Erlang Shen）乱入  ,无,无,2013-05-05 01:05,微博 weibo.com,1,5,1
zuJJ4uiGB,Lisp in Summer Projects http://t.cn/zTO2OfM cc @田春冰河  ,无,无,2013-05-01 21:15,微博 weibo.com,0,0,1
﻿zudSoswWi,看到某妹子评价程序员是屌丝第一大群体。作为佐证，曝光三个猥琐屌丝，以儆效尤：Bill Gates（鸟窝头、黑眼圈、双目失神还顶着个眼镜），Richard Stallman（抠脚大汉），Leslie Lamport（这个更过分，连胡子头发都分不出来了）  [组图共3张] 原图 ,"http://ww2.sinaimg.cn/large/7045e02djw1e45797xhdpj209c09cwgj.jpg,http://ww3.sinaimg.cn/large/7045e02djw1e4579nvo2jj21kw1kwx6p.jpg,http://ww2.sinaimg.cn/large/7045e02djw1e4579ogdr3j205y08c0tf.jpg",无,2013-04-28 12:10,微博 weibo.com,1,45,1
ztZGLgCzh,Erlang fault tolerance v.s. all the others  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/7045e02djw1e43gnpx6wbg208w08ce7z.gif,http://ww1.sinaimg.cn/large/7045e02djw1e43gny4aaug208204jx20.gif",无,2013-04-27 00:03,微博 weibo.com,1,18,2
ztVC5anIo,题外话，Steele和Sussman曾经仔细考虑过是否将Scheme改造成惰性语言，但最终答案是否定的。因为在非惰性语言中模拟惰性求值相对容易，反之则比较困难。猜测Scheme的delay和force函数可能就是这次尝试的直接产物。 #Haskell历史#  ,无,无,2013-04-26 13:40,微博 weibo.com,0,0,4
ztVBV8xMh,这就是大量惰性语言的文献都以Miranda为背景，以及Haskell与Miranda看起来如此之相似的历史原因。87年FPCA会议期间的这拨人后来就发展成了Haskell标准委员会。可惜现在Miranda连个可用的编译器都找不到了，只剩一个勉强可用的叫Amanda的克隆。 #Haskell历史#  ,无,无,2013-04-26 13:40,微博 weibo.com,0,0,0
ztVBLDUSE,早先的提议是将最成熟的Miranda标准化，但其发明人David Turner不期望Miranda产生多个分支而不同意（他的公司Research Software Ltd.以Miranda为主要业务）。无奈之下众人不得不起草了一个新语言，这就是Haskell #Haskell历史#  ,无,无,2013-04-26 13:39,微博 weibo.com,0,0,0
ztVBDnzuQ,70年代晚期，惰性语言开始出现，包括Miranda、Lazy ML、Orwell、Alfl、Id、Clean、Ponder、Daisy等。其中集大成者是Miranda。87年FPCA会议期间Peyton Jones及Paul Hudak等人筹划统一惰性语言，减少重复工作 #Haskell历史#  ,无,无,2013-04-26 13:39,微博 weibo.com,0,0,0
ztVBtDkXU,向函数式语言爱好者强烈推荐A History of Haskell: Being Lazy with Class http://t.cn/zTovQ3N … 前半篇涵盖了很多函数式语言的历史脉络，非常有趣。 #Haskell历史#  ,无,无,2013-04-26 13:39,微博 weibo.com,0,5,0
ztChK89t0,今晚有同去GitHub Drinkup凑热闹的吗？ http://t.cn/zT2FTGz  ,无,无,2013-04-24 12:28,微博 weibo.com,0,2,3
zsBXbauzV,去给《算法》第4版提了个勘误，赫然发现勘误列表中竟有550多个勘误（绝大部分不是硬伤，而是翻译上的小缺陷），目测97%都是 @_银-河_ 一个人提的，跪拜…  ,无,无,2013-04-17 21:47,微博 weibo.com,0,0,7
zs8nahgKw,当年yy并申请了专利的浏览器实时交互系统被Mozilla搞出来了，很酷 http://t.cn/zTc3Xuy cc @lianpingd @0大口喝酒0  ,无,无,2013-04-14 18:29,微博 weibo.com,0,5,0
zroc9avU2,各种语言的IO用一圈下来，还是C的scanf/printf最好用啊，这就是DSL的力量！  ,无,无,2013-04-09 20:55,微博 weibo.com,2,1,12
zqVq4r4Dc,近期用Firefox往Gmail上传附件总是报错，原来是开启了SPDY导致的。在about:config里把network.http.spdy.enabled置为false就好了。  ,无,无,2013-04-06 19:40,微博 weibo.com,0,2,0
zqS2BB3GO,"我参与了@图拉鼎 发起的投票【当单手操作手机时，你是左手用的多，还是右手用的多？】，我投给了""我是右撇子，用左手操作手机多""这个选项。你也快来表态吧：http://t.cn/zTUMNd9   ",无,无,2013-04-06 11:04,投票,1,0,0
zqRO0bM7J,Facebook寄的鼠标到了，超迷你，像个大号甲壳虫…  原图 ,http://ww1.sinaimg.cn/large/7045e02dgw1e3fopmb7otj.jpg,无,2013-04-06 10:28,微博 weibo.com,0,0,3
zqMFGyfvi,[Blog] 加州求职记 http://t.cn/zTyFF3U 此次求职不幸以失败告终，记流水帐一篇留作警醒，同时也给有翻墙意向的同学作参考  ,无,无,2013-04-05 21:23,微博 weibo.com,9,401,115
zqqzIg1Q0,《算法》一书全文用Java来写示例，却又无视Java的编程惯例，比如不使用接口、不使用包、不使用OO（只能算是OB—Object Based）。可以说书中代码的编程范式与工业界的Java范式相左，还不如用Python来得恰当。不知道选Java是不是为了迎合工业界的口味。这是这本书唯一让我觉得不爽的地方。  ,无,无,2013-04-03 13:08,微博 weibo.com,2,3,7
zo91E9dKE,"简易番茄时钟 echo ""aplay ring.wav"" | at now + 15 min  ",无,无,2013-03-19 12:47,微博 weibo.com,0,1,0
zo0oPdO3O,#河虾# 叶绿素遇高温不是会分解吗？为啥下锅之前没颜色，下锅高温烧好、冷却、微波炉再加热后反而显出翠绿色？ 详情:http://t.cn/zYgeQg3  ,无,无,2013-03-18 14:49,超话,0,0,4
znU51oD5L,Clang 3.0碰到C++11的lambda立马就崩溃，用gcc编译了clang 3.3，总算是OK了。然而编译出来的Release版clang的二进制可执行文件竟然有36M之巨！现在正在用clang 3.3自举，看看编译出来体积可以减小多少。P.S. Ubuntu 12.10官方的clang 3.0二进制文件大小是13M。  ,无,无,2013-03-17 22:44,微博 weibo.com,0,20,7
znSqnnnT3,《HTTP权威指南》取消了中文段首缩进两个字符的格式约定。这本书是不是采用图灵社区在线翻译系统翻译的？猜测是因为Markdown的语义无法细致表达段落间的关系，不得已只能取消了段首缩进吧？好在除了看起来不太习惯以外其他都还好，中英文间隔效果也比以往Word排版的书好多了 @图灵教育 @图灵谢工  ,无,无,2013-03-17 18:31,微博 weibo.com,0,27,7
znQe7gD7f,原来叫Algorithms的书不止一本，之前看的是Papadimitriou的那本，被第一章课后习题里一堆求极限的题虐得体无完肤。Sedgewick和Wayne合著的这本要好太多了…  ,无,无,2013-03-17 12:56,微博 weibo.com,0,1,3
znKIVzs9Q,好多年前钻C++时看过一篇文章，题目是How Non-Member Functions Improve Encapsulation。那时候还是OO的拥趸，乍看标题顿觉离经叛道。然而文章作者竟然是Scott Meyers，不得不读，读完之后又不得不赞同。这大概是我对OO优越性的第一次质疑 http://t.cn/zYduZjH  ,无,无,2013-03-16 22:55,微博 weibo.com,1,6,2
znKyYAdnq,翻Joe老爷子的论文时发现了他老人家也吐槽过OO http://t.cn/zO4TPYG Why OO Sucks by Joe Armstrong  ,无,无,2013-03-16 22:31,微博 weibo.com,0,3,2
znKbVAusD,忍不住晒一下今日谢老师 @图灵谢工 赠的书：《编译器设计》、《算法》、《HTTP权威指南》、《计算机体系结构——量化分析方法》、PCL、《Go语言编程》、《图灵的秘密》、《金领简历》，真是笑歪嘴啊〜欠下一个大人情，以后不知道怎么还… #LispMeetup2013#  ,无,无,2013-03-16 21:34,微博 weibo.com,0,0,7
znJIoqags,今天的 #LispMeetup2013# 果然去对了，其中ThoughtWorks的韩锴对Use of prolog for developing a new programming language一文的讲解让人茅塞顿开。这篇是Joe Armstrong论述早年用Prolog开发Erlang的过程的文章，简洁有力，越发佩服Joe老爷子的功底了！（好像有点跑题……）  ,无,无,2013-03-16 20:21,微博 weibo.com,1,6,7
zkWtI5y88,看到这样的公益项目，我忍不住要支持一把了，一起帮助“遇酒驾车祸离世 请为百度第二司机家庭捐款（ http://t.cn/zYOUTpI ）”，决不放弃努力。  ,无,无,2013-02-26 11:20,微公益,0,1,0
zkyag0hCc,老婆现在首选的小说阅读器是……Vim……  ,无,无,2013-02-23 21:26,微博 weibo.com,0,6,11
zkkaECxLD,临时换用了下老爸的moto的android机，刚一个400电话过来，还没接，phone app就没响应了，只能强制结束。还好查了下来电电话是保险公司。第一次觉得来电是垃圾电话真是太好了 =_=  ,无,无,2013-02-22 09:48,微博 weibo.com,0,0,0
zjMhBC4US,百度了一下上海的天气，突然弹出一个达成成就“也无风雨也无晴”，这体验真是……无语啊……  ,无,无,2013-02-18 19:32,微博 weibo.com,0,2,16
zipOzvhwk,过年群发短信这种事情还是有点意义的——之前手机故障，不是智能机，也没有备份过，丢了一大批号码，就等着这茬再找回来一批呢  ,无,无,2013-02-09 20:30,微博 weibo.com,1,5,1
zipHYxt4a,#春晚# 王力宏这是高级黑么？这首歌的质量分明是在说：拜托！明年别tm找我上春晚了！！  ,无,无,2013-02-09 20:13,微博 weibo.com,0,1,1
zioPogPLr,屋外突然响起一种短促的、一秒内连续五六响的鞭炮声，配合着零星的落单的炮声，恍惚让人觉得屋外正发生激烈的枪战   ,无,无,2013-02-09 17:59,微博 weibo.com,0,1,3
zietexFeX,今年春节，不知道北京有没有值得一逛的庙会？  ,无,无,2013-02-08 15:37,微博 weibo.com,0,1,16
zhT3e3wPZ,经实践证明，开flash视频烘烤果然对驱赶MBP里的小强有奇效…  ,无,无,2013-02-06 09:05,微博 weibo.com,0,4,3
zht6s8reg,老婆正在玩Vim Adventures，刚过第一关 http://t.cn/zOWDKDd  ,无,无,2013-02-03 15:02,微博 weibo.com,0,0,1
zh8IQkTe9,ForeignPolicy的评论：The People's Republic of Hacking http://t.cn/zYU1Hjz 非要注册才能看，码农们可以自行干掉注册框浮层后阅读  ,无,无,2013-02-01 11:09,微博 weibo.com,1,0,0
zh8IQkTe9,ForeignPolicy的评论：The People's Republic of Hacking http://t.cn/zYU1Hjz 非要注册才能看，码农们可以自行干掉注册框浮层后阅读  ,无,无,2013-02-01 11:09,微博 weibo.com,1,0,0
zfNGiix2y,GitHub开始解封了？ http://t.cn/zYhVAsb  ,无,无,2013-01-23 15:44,微博 weibo.com,0,2,1
﻿zfNGiix2y,GitHub开始解封了？ http://t.cn/zYhVAsb  ,无,无,2013-01-23 15:44,微博 weibo.com,0,2,1
zfEeLkWWd,年关将至，老婆上班比较闲，居然在自己看C，还下了个Vim在玩vimtutor…不过自己找的教材略圡，是谭浩强/Turobo C级别的。于是指了Learn C The Hard Way给她去看。回头注册个开发者帐号把Xcode给装了。  ,无,无,2013-01-22 15:42,微博 weibo.com,0,3,21
zfx2qdvO6,GitHub域名被墙，此前一直用tsocks令命令行工具的翻墙，但tsocks默认无法转发DNS请求，必须调整编译参数才能打开。故而转用proxychains，在~/.proxychains/proxychains.conf中增加proxy_dns选项即可。  ,无,无,2013-01-21 21:22,微博 weibo.com,0,3,1
zeKaKDfDW,Twitter上有老外评论抢票助手拖慢GitHub的事件：we're all fooling ourselves with scaling until .cn gets involved  ,无,无,2013-01-16 16:58,微博 weibo.com,1,16,1
zeh5wCORf,觉得Aaron Swartz长得跟 @蚂蚱SS 超像…  ,无,无,2013-01-13 14:56,微博 weibo.com,0,2,5
zdx8RfST8,折腾了两个月终于拿到驾照，还赶上了第一批科目四考试。事实证明不给教练递烟也是可以全部科目一次性通过的  友情提醒：科目四考前模拟可上驾校一点通 http://t.cn/zOmZtSf  ,无,无,2013-01-08 17:57,微博 weibo.com,1,3,14
zczYXrlgO,Lua作为嵌入式脚本语言，依赖setjmp/longjmp做错误处理，这样做不是很容易导致用户自定义的资源清理代码被跳过从而造成资源泄漏吗？反观Python，只有在处理SIGFPE的时候才会用到longjmp。实际工程中是怎么避免这个隐患的呢？  ,无,无,2013-01-02 11:21,微博 weibo.com,1,0,11
zaOP9rAGp,RT @MagicFish1990: RT @AReverie: 玛雅历作者「日历做上一千年就够用了吧www」 UNIX作者「在2038年还有人在用我写的OS就够了吧www」 互联网作者「IP地址有42亿就够用了吧www」。你们好好学学历史啊www #译自日语推# #转自Twitter#  ,无,无,2012-12-21 21:27,微博 weibo.com,0,10,3
z9PF0sivd,程序员用算法生成八十万本书，已在Amazon上开卖 http://t.cn/zjSsxW7  ,无,无,2012-12-15 09:45,微博 weibo.com,0,0,0
z9a5llqot,C++ and Beyond 2012: Andrei Alexandrescu - Systematic Error Handling in C++ | Going Deep http://t.cn/zj601iV  ,无,无,2012-12-10 23:54,微博 weibo.com,0,4,3
z98vXxgEH,[Comic] Lovelace The Origin http://t.cn/zj6JDFZ Ada Lovelace和Charles Babbage，世界上第一个（女）程序员的故事。  ,无,无,2012-12-10 19:54,微博 weibo.com,0,2,2
z8LxlqHLP,Python之父跳槽至Dropbox http://t.cn/zjJcqoR  ,无,无,2012-12-08 09:25,微博 weibo.com,0,16,6
z81l1EaQQ,新浪微博Web页面上，收到新表态后弹出提醒，点击进入后是空白页面。仔细一看，URL中的attitude错写成attiude，加上一个t后刷新，正常…… cc @cydu  ,无,无,2012-12-03 11:48,微博 weibo.com,0,0,1
z6S6rkMpR,鼠鬚管（鼠须管）输入法好在哪里？ http://t.cn/zjbSRD6 「鼠须管」和「小狼毫」、「中州韻」分别是中州韻输入法的Mac OS X、Windows、Linux客户端。作者是前同事 @佛振  ,无,无,2012-11-25 22:27,微博 weibo.com,0,0,2
z6kLd9lu0,旧小区改造统一换窗户，工人找我要废报纸擦污物，找了一圈没报纸，无奈给了他一叠Chubby一叠BigTable  ,无,无,2012-11-22 09:34,微博 weibo.com,0,1,0
z5DVTigKM,看到Matz又把胡子留起来了，这么看来Ruby的前景应该还不错啦 :-D  ,无,无,2012-11-17 20:32,FaWave,0,3,2
z4q1iwDll,老婆说想学写代码玩，要我推荐本入门书，于是推荐了SICP  ,无,无,2012-11-09 19:17,微博 weibo.com,0,15,17
z4q1iwDll,老婆说想学写代码玩，要我推荐本入门书，于是推荐了SICP  ,无,无,2012-11-09 19:17,微博 weibo.com,0,15,17
z3Z3wtTq7,我在 @知乎 回答了问题【哪些翻译让你拍案叫绝？】: 三里屯的一家店名：Image——影魅 http://t.cn/zlFFO9o  ,无,无,2012-11-06 22:38,知乎网,0,1,5
z3C6gigQP,Lisp Outside the Box http://t.cn/hbQt4W 感谢 @台北小码农 分享  ,无,无,2012-11-04 12:12,微博 weibo.com,0,1,0
z3uSzfDpm,Malloc Never Fails http://t.cn/zle4FAu  ,无,无,2012-11-03 17:49,微博 weibo.com,0,6,0
z3a8whleK,昨晚在路由上发现一个活动的陌生MAC地址，以为WPA2密钥被破，一阵紧张，赶紧修改密码加MAC地址过滤。刚才想用iPad看Pocket里的文章的时候发现无法上网，这才发现昨晚那个陌生MAC地址是iPad…完全忘了这货的存在 [挖鼻屎]  ,无,无,2012-11-01 13:00,微博 weibo.com,0,0,7
z2Q8FuxhP,不知道是不是受桑迪影响，两个SSH隧道皆挂，Coursera的Quiz做完了没法提交，太悲剧了……  ,无,无,2012-10-30 10:06,微博 weibo.com,0,1,1
z2Kqcx4vk,回北京了，开始学车  ,无,无,2012-10-29 19:32,微博 weibo.com,0,0,8
﻿z1fOCbCZx,Ubuntu Tweak停止维护的消息上Hacker News的官方Twitter了 http://t.cn/zlR5F4C cc @图拉鼎  ,无,无,2012-10-19 23:47,微博 weibo.com,0,0,2
z1fMTupu6,不知道 @图拉鼎 看到英文版Ubuntu Tweak停止维护的博文下老外们的评论是什么心情 http://t.cn/zlRGdLZ 反正我是挺感动的。另外有一点是，很多老外主动提出捐赠、付费、提供免费Web hosting，或是希望知道具体的困难并提供帮助。反观中文版的博文和微博上的评论，唉…  ,无,无,2012-10-19 23:43,微博 weibo.com,0,9,6
z1dnBuobr,正在用iTunes升级iPad 1到iOS5，“正在从备份恢复iPad...”那个对话框，剩余时间那部分文字明显重绘有问题，狂闪不止  ,无,无,2012-10-19 17:35,微博 weibo.com,0,0,0
z1cNLoB3m,以后要是碰到果粉吐槽Linux难用，一定回击他/她/它说：用iTunes的人竟然有脸面说其他软件难用！  ,无,无,2012-10-19 16:07,微博 weibo.com,0,9,3
z0SKVnh0t,#6.3元过一天# 光房租一项摊到日均都超了十倍不止 http://t.cn/zlQwXEF  原图 ,http://ww2.sinaimg.cn/large/a50b0fd1jw1dxy3z1v8tbj.jpg,无,2012-10-17 13:05,超话,0,1,1
z0SKVnh0t,#6.3元过一天# 光房租一项摊到日均都超了十倍不止 http://t.cn/zlQwXEF  原图 ,http://ww2.sinaimg.cn/large/a50b0fd1jw1dxy3z1v8tbj.jpg,无,2012-10-17 13:05,超话,0,1,1
