微博id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
z0LNCf2se,新闻联播居然在给淘宝做广告！  ,无,无,2012-10-16 19:22,微博 weibo.com,0,0,3
z0icD5MtJ,"我参与了@developerWorks 发起的投票【你为什么选择从事IT工作？】，我投给了""自己的兴趣""这个选项。你也快来表态吧：http://t.cn/zlleBLX   ",无,无,2012-10-13 16:02,投票,0,0,0
z0fRovynI,"通过@微盘 下载了@陈利人 分享的""dancing_links中文版.pdf""，推荐给大家！ http://t.cn/zljlux1  ",无,无,2012-10-13 10:04,微盘,0,0,0
z0fRovynI,"通过@微盘 下载了@陈利人 分享的""dancing_links中文版.pdf""，推荐给大家！ http://t.cn/zljlux1  ",无,无,2012-10-13 10:04,微盘,0,0,0
z06MVtmee,所有互联网公司的PR部门都应该研究一个课题——被方舟子缠上怎么办   ,无,无,2012-10-12 10:58,微博 weibo.com,0,2,0
yFW3W6A6k,Google Common Lisp Style Guide http://t.cn/zllZZrs Google内部也有将Common Lisp作为生产语言的项目？ cc @田春冰河  ,无,无,2012-10-11 14:08,微博 weibo.com,0,2,2
yF1CztOdM,Supervisor 管理后台守护进程 http://t.cn/zlaDQGa  原图 ,http://ww4.sinaimg.cn/large/7045e02djw1dxkb8cmbmpj.jpg,无,2012-10-05 14:27,爱库网,0,7,1
yEYXR0gve,"通过@微盘 下载了@陈利人 分享的""CrackCode.pdf""，推荐给大家！ http://t.cn/zlaxjQW  ",无,无,2012-10-05 07:41,微盘,0,2,1
yEJ60hFQ3,ShareThis和AddThis上新浪微博的图标应该是新浪微博官方提交的吧，好歹也整得利落一点儿啊，该有边框的没边框，还一圈儿的毛边，跟其他SNS的图标放在一起简直就是刘姥姥进大观园啊…  ,无,无,2012-10-03 15:17,微博 weibo.com,0,0,0
yEshh3I7i,给家里的《白鹿原》原著包书皮，93年第一版，￥12.95  ,无,无,2012-10-01 20:28,微博 weibo.com,0,0,0
yEjAxw1K8,居然唱红歌，这不是自杀么…… #好声音#  ,无,无,2012-09-30 22:21,微博 weibo.com,0,1,5
yE7lECbqm,李彦宏回应与360搜索的竞争：用渠道推搜索对流量是有影响，但是效果不大 http://t.cn/zlql3Hn 最后一段耐人寻味：……这与之前百度负责移动战略的技术副总裁王劲此前的表态大有不同。王劲曾对媒体表示：随着越来越多的开发者在百度易平台上开发app，未来百度易平台将不会兼容Android。  ,无,无,2012-09-29 15:11,微博 weibo.com,0,0,1
yDp0iq3hE,6.The Battle Of China 6.The Battle Of China  （分享自 @新浪视频）@mark  原图 ,http://ww2.sinaimg.cn/large/7045e02djw1dx7z11gp3zj.jpg,无,2012-09-24 22:18,新浪视频,0,1,1
yBRaHFCWX,[New post] 译：复杂系统故障面面观（How Complex Systems Fail） http://t.cn/zlPXt4q  ,无,无,2012-09-14 18:20,微博 weibo.com,0,20,0
yB6fs0PCi,“我们的胃远远比思想深刻”——电影《白鹿原》的故事 出错啦，出错啦 >n  ,无,无,2012-09-09 18:52,微博 weibo.com,0,0,0
yAkbKEJ5v,很多地方将graceful shutdown、graceful degrade中的graceful译作“优雅”，总觉得别扭，不如译作“妥善”。  ,无,无,2012-09-04 16:32,微博 weibo.com,0,1,4
yA8ubhGZ4,我跟大家分享了存在#百度网盘#上的文件，“Fry et al. - 1985 - Structure and interpretation of computer programs.pdf”，点击链接进行查看和下载。 http://t.cn/zWrD0iu  （分享自 @百度网盘官方微博）  ,无,无,2012-09-03 10:44,百度网盘,0,0,1
yA46AC7b3,Coursera Community Meetup http://t.cn/zWr8cND cc @李海磊-百度  ,无,无,2012-09-02 23:35,微博 weibo.com,0,0,0
yA8ubhGZ4,我跟大家分享了存在#百度网盘#上的文件，“Fry et al. - 1985 - Structure and interpretation of computer programs.pdf”，点击链接进行查看和下载。 http://t.cn/zWrD0iu  （分享自 @百度网盘官方微博）  ,无,无,2012-09-03 10:44,百度网盘,0,0,1
yA46AC7b3,Coursera Community Meetup http://t.cn/zWr8cND cc @李海磊-百度  ,无,无,2012-09-02 23:35,微博 weibo.com,0,0,0
yA3iDh6wn,"我参与了@李开复 发起的投票【如果你在飞机上被人打，应该如何投诉？】，我投给了""发微博""这个选项。你也快来表态吧：http://t.cn/zWrSJAC   ",无,无,2012-09-02 21:32,投票,0,1,0
﻿yyZNRdKl0,RT @hzqtc [New Blog Post] 推荐开源跨平台中州韵输入法: 最近发现一个很强大的开源跨平台输入法：Rime中州韵。这个输入发给我的最大感受是专业有内涵，名字起的非常中国风。中州韵输入法支持全拼、双拼、注音符号、仓颉等… http://t.cn/zWmOAjE  ,无,无,2012-08-26 22:47,微博 weibo.com,0,0,2
yyGa0oLqD,"Chinese dev steals US HTML5 Game engine, US hosts won't close down the copy http://t.cn/zWnZWcQ  ",无,无,2012-08-24 20:47,微博 weibo.com,0,0,0
yyx2lEEo3,The innovations of Internet Explorer http://t.cn/zWESYpE  ,无,无,2012-08-23 21:33,微博 weibo.com,0,1,1
yyx2lEEo3,The innovations of Internet Explorer http://t.cn/zWESYpE  ,无,无,2012-08-23 21:33,微博 weibo.com,0,1,1
yxDoC1wQZ,刚收到 @pluskid 的消息，MSTC北京18号（明晚）18:00港丽餐厅中关村店FB，大叔、大爷级的老人有在北京的打算同去吗？ @wuyongwei @赖斯皮革 @抽风滴麦叨哥 另外mick @wuyongwei 有 greenfrog 的微博帐号吗？顺便帮忙 @ 下  ,无,无,2012-08-17 23:55,微博 weibo.com,0,2,12
yxoPqaT7w,同学做的OpenCV练习，可以用摄像头拍摄杂志上的数独题并给出解 http://t.cn/zWTakEO  ,无,无,2012-08-16 10:49,微博 weibo.com,0,1,0
yx0mzpMyN,从Erlang的角度来看好奇号火星车的软件设计，很多设计实现思路一脉相承 http://t.cn/zWjklrt 最后一段简单阐述了为啥Erlang没法用在火星车上。另外推荐订阅这个blog，有很多软件设计方面的真知灼见  ,无,无,2012-08-13 20:32,微博 weibo.com,1,42,4
ywvR650VZ,求推荐靠谱的在线英语近义词词典  ,无,无,2012-08-10 14:52,微博 weibo.com,0,1,4
ywv263pj4,"RT @markburgess_osl: As promised: ""Deconstructing the `CAP theorem' for CM and DevOps"", in two thrilling episodes ... http://t.cn/zWl2NsU #devops #sysadmin #cap  ",无,无,2012-08-10 12:47,微博 weibo.com,0,0,0
ywbeVgEQs,看到微博上台风各种撒泼，在沪杭的各位还好吧？ @抽风滴麦叨哥 @正版南瓜爸 @正版南瓜妈 @萝卜甲2代 @shawn-chen @蚂蚱SS  ,无,无,2012-08-08 10:23,微博 weibo.com,0,0,11
yvBmOjuGK,[New Post] Why I Hate Markdown (and prefer reST) cc @李松峰 图灵社区应用Markdown的过程中估计也遇到过类似的问题。 http://t.cn/zWprZGF  ,无,无,2012-08-04 15:04,微博 weibo.com,0,0,1
yvsOveyyc,"C++ is a vast playground, and makes you feel smart when you know all of it, so you're always tempted to use all of it. But that's really, really hard to do well, because it's such a crap language to begin with. http://t.cn/zOlqdH7  ",无,无,2012-08-03 17:17,微博 weibo.com,0,2,2
yvsOveyyc,"C++ is a vast playground, and makes you feel smart when you know all of it, so you're always tempted to use all of it. But that's really, really hard to do well, because it's such a crap language to begin with. http://t.cn/zOlqdH7  ",无,无,2012-08-03 17:17,微博 weibo.com,0,2,2
yu8Esb3G5,Jekyll中的category和tag有什么区别？跟post都是一对多的关系呀  ,无,无,2012-07-26 00:07,微博 weibo.com,0,3,7
yu3cuxq0S,昨天收到一条后续三天的暴雨警报短信，告诫尽早储备食品，仔细一看，发自我买网…  ,无,无,2012-07-25 10:15,微博 weibo.com,0,0,0
yu39qvIOo,郭金龙辞去北京市市长职务 吉林辞去北京市副市长职务 http://t.cn/zWS8LJb 人民网北京7月25日电 （记者 田兴春） 北京市十三届人大常委会第三十四次会议今天上午举行。会议决定接受郭金龙辞去北京市市长职务的请求，决定接受吉林辞去北京市副市长职务的请求，并报北京市人民代表大会备案。  ,无,无,2012-07-25 10:07,微博 weibo.com,0,0,0
ytYNhrgpE,北京三里屯意外停水。洗澡洗到一半停了，还好尚未进入全身泡沫的状态…  ,无,无,2012-07-24 23:02,微博 weibo.com,0,0,3
ytYrCqu4f,劝我爹整把榔头什么的放在车里有备无患，我爹说我娘把我本科金工实习的时候做的榔头找出来给他做逃生锤用了  没想到这东西有朝一日还能有这用途啊  ,无,无,2012-07-24 22:08,微博 weibo.com,0,0,4
ytP6MlMq5,敬佩这两位译者，能着手翻译这类论“道”而非论“术”的文献。这类资料读者寥寥，但却非常珍贵 http://t.cn/zWaucYb  ,无,无,2012-07-23 22:22,微博 weibo.com,0,2,0
ytwd7tl3t,整理老数据，把十几年前写的一堆QBASIC程序找出来了，真怀念。  ,无,无,2012-07-21 22:16,微博 weibo.com,0,0,7
ytnafFtQF,第二个勘误出炉，所幸不影响读者阅读：印刷信息处字数应该是256千字，错印成526千字了…按照这个字数的话，少算了我一半的稿费哦  @图灵谢工 @叮咛噹  ,无,无,2012-07-20 23:14,微博 weibo.com,0,1,5
ytmUL2Vd4,第一处勘误出炉：第XIII页“关于本书”一节的作者在线论坛的URL写错了，字母“j”被印成了全角分号“；”   ,无,无,2012-07-20 22:36,微博 weibo.com,0,1,1
ytmv7gOIe,拿到了图灵出版社发来的《Erlang/OTP并发编程》样书，百感交集 :-D 部分在china-pub上预定的读者也已经拿到书了，紧张等待评价中。有勘误信息请第一时间联系我，或反馈至本书在图灵社区的页面 http://t.cn/SPOLak  ,无,无,2012-07-20 21:33,微博 weibo.com,0,3,10
ytdZO3n91,Whuface的作者绝对是vim控：左H、右L、删除X  ,无,无,2012-07-19 23:53,微博 weibo.com,0,0,1
yqSQQ4tB4,《Erlang/OTP并发编程实战》节选：程序员世界中的真金白银——Erlang的容错架构 http://t.cn/zWGsyMN 本书已在印制中，请各位读者再耐心等待一两周 :-)  ,无,无,2012-07-04 14:23,微博 weibo.com,0,5,9
yqksj1rX5,对了，今天收获《数据挖掘导论》一本，另有印有祖师爷头像的杯具一个，而且居然还百年不遇地中了奖，斩获￥200图书卡  建议图灵出版社八周年聚会的时候发山寨图灵碗 http://t.cn/7PwOW 绝对霸气侧漏！ #图灵生日会#  ,无,无,2012-06-30 22:49,微博 weibo.com,0,0,1
yqkqocj5x,手机太低端，不能发微博，回到家里补一条，掩面  #图灵生日会# 见到了 @李松峰 老师，了解了不少国内出版行业和电子出版相关的问题，真不错  ,无,无,2012-06-30 22:45,微博 weibo.com,0,1,1
﻿yolHqvzhB,"Chinese RFC proposes separate, independent, national internets and DNS roots http://t.cn/zWzz1Ne 百度躺着中枪……  ",无,无,2012-06-17 22:19,微博 weibo.com,0,5,4
yoly8AqzS,《Erlang/OTP并发编程实战》终于全文修订完毕了。现在看到Erlang代码就头晕恶心抽搐……  ,无,无,2012-06-17 21:56,微博 weibo.com,0,7,11
yoluY6rWa,测试：据说翻墙就可以在不绑定手机的情况下发帖。  ,无,无,2012-06-17 21:48,微博 weibo.com,0,2,1
ymf7Gqhjw,ANSI Common Lisp 中文繁简翻譯版 http://t.cn/zOo1zLB cc @田春冰河  ,无,无,2012-06-04 01:54,微博 weibo.com,0,2,1
ym2Jcn7Yp,我在@知乎 回答了问题【mRuby 的意义是什么？】: mRuby的核心定位是“嵌入式”Ruby实现，可以认为和Lua是直接竞争关系，它本身还是一个受日本政府资助的项目。参见这里： http://t.cn/zOlFbZX 传统Ruby的FFI接口可… http://t.cn/zOep8um  ,无,无,2012-06-02 18:20,知乎网,0,3,1
ym2J2BVBp,我在@知乎 回答了问题【为什么很多编程语言采用花括号区分 block 而非缩进？】: 从美学角度作评论的各位可能都没有写过编译器前端 :-) 在最简单的情况下，解析器面对的就是一个一维的字符流。字符流首先由词法分析器拆成token流，再交给解析器做语法分析。大部分情况下，空… http://t.cn/zOep8Gw  ,无,无,2012-06-02 18:20,知乎网,0,4,0
ylKCfp8gA,"我参与了@李开复 发起的投票【若能减少腐败，给官员给官员大规模提薪，】，我投给了""我断不会接受（就像《环球时报》说的那样）""这个选项。你也快来表态吧：http://t.cn/zOg0RKv   ",无,无,2012-05-31 20:14,投票,0,1,2
ylKu0deAW,百度浏览器新近给WebKit贡献的两个patch http://t.cn/zOgWq2h http://t.cn/zOgWq27 一个良好的开始   ,无,无,2012-05-31 19:53,微博 weibo.com,0,9,0
yl6ZpBhyI,家里的x61风扇赛过拖拉机，吵得头疼，实在受不了了。关机看书！  ,无,无,2012-05-27 15:21,微博 weibo.com,0,0,2
ykVw9zskt,昨天在图灵译者的群里再次看到有同学提到pandoc。以前觉得这类文档转换工具要么Unicode支持不良，要么样式细节处理不到位，就像小时候红白机上50合1的游戏卡带。没想到试了一下细节处理得真是到位。以前用reST格式写中文文档时踩过的坑，pandoc都处理了。不愧是用Haskell开发的。  ,无,无,2012-05-26 10:09,微博 weibo.com,0,0,0
ykVtGeSdk,WPS不支持宏？图灵发来的排版译稿打不开，看来看去好像是宏的缘故。OpenOffice虽然显示效果差些，好歹能打开。  ,无,无,2012-05-26 10:02,微博 weibo.com,0,0,7
ykVhc4f1e,Shit！又忘了带电源回家！  ,无,无,2012-05-26 09:32,微博 weibo.com,0,0,4
ykHzL4HiP,居然在北京看到南方才能看到的大个儿小强，无敌了……  ,无,无,2012-05-24 22:39,微博 weibo.com,0,0,1
ykEjLdQYK,learn you some Erlang for great good! http://t.cn/hgq5hr 一本可在线全文阅读的Erlang教程。目前正在寻找中文版译者，有兴趣、有实力、有精力的同学请联系 @图书出版人杨海玲  ,无,无,2012-05-24 14:21,微博 weibo.com,0,1,3
yk4fWjsOu,在worldcat.org上找到爷爷生前编撰的二十多本书，发给老爸，老爸回：“真是奇妙，竟能这样清晰地显示一个人留下的踪迹。”  ,无,无,2012-05-20 18:33,微博 weibo.com,0,0,6
yk3Z0sJvn,搜到老爸83年在《世界科学》上发表的一篇关于宇宙大爆炸的科普文章的译文。问了下老爸，原文居然是从VOA中文的某个英语学习节目里听写下来的。  ,无,无,2012-05-20 17:51,微博 weibo.com,0,0,3
yjVxPFmUR,Erlang and OTP in Action中文版即将上市（书名暂定为《Erlang/OTP并发编程实战》）。选译了亚马逊上的几篇书评以飨读者 http://t.cn/zOuLcZx 无下限求扩散，求转发  @田春冰河 @萝卜甲2代 @陈晓鸣在百度 @淘宝褚霸  原图 ,http://ww3.sinaimg.cn/large/7045e02djw1dt3w7uut2aj.jpg,无,2012-05-19 20:22,微博 weibo.com,0,100,19
yjTNt62TS,好书短评之《Erlang/OTP并发编程实战》 http://t.cn/zOuLcZx 应图灵编辑杨帆老师之邀，选译了亚马逊上的几篇书评，顺便给即将出版的新书打打广告 :-) @图灵谢工 @图灵傅志红 @图书出版人杨海玲  ,无,无,2012-05-19 15:55,微博 weibo.com,0,3,5
yjJ979mu8,外娇部  ,无,无,2012-05-18 12:49,微博 weibo.com,0,1,2
yiG8qemTY,@田春冰河 Every issue of New Scientist from 1956 to 1989 http://t.cn/zORx8hr 这个是你一直在收藏的那个杂志吗？  ,无,无,2012-05-11 15:18,微博 weibo.com,0,0,1
yhlSftwS4,Common Lisp: The Untold Story http://t.cn/zOTTsXV @田春冰河  ,无,无,2012-05-02 21:53,微博 weibo.com,0,2,2
yeglVlybn,前两天自己没有注意到坚果云的Selective Sync功能，操作失误把月上传流量跑满了。看到论坛上说可以发邮件申请流量，就发了个邮件申请流量顺便提Selective Sync的需求。官方回复非常快，立刻给重置了流量并指明了功能入口。很赞！  ,无,无,2012-04-12 14:19,微博 weibo.com,0,0,0
ydFxDoPIY,周末在SCons里折腾Quex，结果昨天给SCons提了个bug，今天给Quex提了个bug……  ,无,无,2012-04-08 16:36,微博 weibo.com,0,0,2
ydvGs4YOT,坚果云这篇指南很不错 http://t.cn/zOfBwuv 使用了一段时间，既省空间又能避免随意乱丢垃圾数据。数据量小了同步速度也快。不过我现在是用在Dropbox上了 :D  ,无,无,2012-04-07 15:30,微博 weibo.com,0,0,3
ydvmkdQBq,给Quex写了一个简化的SCons builder，过程中发现SCons的一个疑似bug，提了一个 issue，不知道有没有同学碰到过同样的问题：http://t.cn/zO9LGDw #Quex# #SCons#  ,无,无,2012-04-07 14:41,微博 weibo.com,0,0,0
ydpt4AmH0,悲剧啊，周末下班忘了带笔记本电源，家里的X61还硬盘自检失败无法启动！  ,无,无,2012-04-06 23:41,微博 weibo.com,0,1,3
ycVqqEjAw,刚刚hg push了最后一个附录，Erlang and OTP in Action一书终于翻译完毕。历时一年整，时间上一拖再拖，唯望质量上能有所弥补。感谢几位志愿协助校对的同学，感谢 @图灵傅志红 @李松峰 @图灵杨海玲 @图灵谢工 几位编辑的帮助。  ,无,无,2012-04-03 19:12,微博 weibo.com,0,33,20
yaEAa9TQ9,看到 GCD 总是先想到最大公约数的请举手  ,无,无,2012-03-19 20:39,微博 weibo.com,0,1,2
y9rf79Ebh,丁聪漫画艺术网 http://t.cn/heg8KO  原图 ,http://ww4.sinaimg.cn/large/7045e02dtw1dqw5ff2hnng.gif,无,2012-03-11 20:51,微博 weibo.com,0,1,0
﻿y66klgA40,重发下这个大串烧式的 Jackson 模仿视频，有创意也有水平 http://t.cn/zOL6IHT  ,无,无,2012-02-18 22:05,微博 weibo.com,0,1,0
y66klgA40,重发下这个大串烧式的 Jackson 模仿视频，有创意也有水平 http://t.cn/zOL6IHT  ,无,无,2012-02-18 22:05,微博 weibo.com,0,1,0
y48e2zIFj,推荐Muriel Anderson的这首吉它曲 http://t.cn/zO7WgVr 曲名翻译过来似乎是“古城之月”？  ,无,无,2012-02-05 23:14,微博 weibo.com,0,0,0
y3swLgM1D,Firefox 10 中文版默认安装后浏览新浪微博，多访问几次后会自动提示是否要安装新浪微博的 FF 扩展。根据用户当前浏览的网页推荐合适的扩展，这个功能是中文版中默认自带的某个扩展实现的，还是 FF 10 自身的某个功能实现的？  ,无,无,2012-02-01 13:05,微博 weibo.com,0,1,3
y2UbW9a6a,"我参与了@一毛不拔大师 发起的投票【韩寒的文章是否有人代笔】，我投给了""质疑全是扑风捉影，不能说服我韩寒有人代笔""这1个选项。你也快来表态吧：http://t.cn/zOvZSWZ   ",无,无,2012-01-28 21:41,投票,0,0,0
xEW0qlYBC,刚学到一个词：NIH综合征（Not Invented Here Syndrome）。我度似乎很有这个倾向啊。  ,无,无,2012-01-03 01:25,微博 weibo.com,0,0,1
xzweH9Db9,The Implementation of Functional Programming Languages http://t.cn/h4qvMJ 基于Miranda介绍基于Graph Reduction的函数式语言的设计实现。第一部分中对lambda演算的讲解十分浅显易懂。  ,无,无,2011-11-28 10:37,微博 weibo.com,0,3,2
xvm479Xwo,又看到I.love(u)之类的程序员表白帖之类，真是弱爆了！真正强势的表白就应该让对方跟你一道模拟一遍Paxos：你首先发出一条prepare消息，对方回复一个promise，由于是首轮Paxos，该promise中不会携带未commit的其它proposal，这时进入第二阶段，提出你的proposal，按照协议，对方必须accept！  ,无,无,2011-11-01 01:22,微博 weibo.com,0,1,2
xv0ApD57q,cc @田春冰河 from Twitter: @GoneWater 胡舒立团队的财新新世纪周刊希望找一位业内人士撰写人工智能之父、LISP语言的发明者的讣闻。该杂志稿酬标准一般，但审稿严格、在高端人士中影响力巨大，我记得有几位推友说要写这位大师的讣闻的，不知能否为财新出手？1500字左右。请帮推。  ,无,无,2011-10-29 18:42,微博 weibo.com,1,0,1
xuqnCt7yW,An Introduction to LISP! Expect a deep dive into Clojure with a taste of Common Lisp and Racket http://t.cn/SPr5bA  ,无,无,2011-10-25 22:31,新浪微群,0,0,0
xuqkxABWf,"我参与了投票【敲代码/刷微博/看电影......你常用的浏览器是哪一个？】　http://t.cn/SPCybC　投给""Firefox"" 这1个选项  ",无,无,2011-10-25 22:24,投票,0,0,0
xuqjCocvM,Siri Meets Eliza http://t.cn/SPrw0o  ,无,无,2011-10-25 22:21,微博 weibo.com,0,0,0
xuh6gvY1V,再罗嗦一句：今天是向夫人求婚两周年纪念日。当年一开始没在意，后来才发现求婚日期正好是1024  专心翻译去了～  ,无,无,2011-10-24 22:54,微博 weibo.com,0,0,5
xuh1V2OcE,妈呀， @田春冰河 这个广告效应太牛了，微博被轰炸了   ,无,无,2011-10-24 22:43,微博 weibo.com,0,0,3
xud1Wgdc7,昨晚在飞机上一路气流颠簸，降落时心里一顿紧张，恐有不测。正准备划个十字求个保佑，又觉得平时从来不拜基督佛祖之类，未免太过功利，估计效果不佳。于是心中猛念：Alan Turing保佑！Dennis Ritchie保佑！  ,无,无,2011-10-24 12:32,微博 weibo.com,0,16,14
xu2IW8B2Y,"我刚刚通过@微盘 下载了""开放平台的openapi设计-朱念洋-v4.pdf""，推荐给大家！ http://t.cn/SPGpZV  ",无,无,2011-10-23 10:18,微盘,0,2,0
xtTLMmerR,乔梁：“code.flickr.com，大家可以访问一下——如果有机会的话”，最后半句是亮点  #QCon#  ,无,无,2011-10-22 11:30,微博 weibo.com,0,0,0
xtTDUwskf,#QCon# 上场“基于事件驱动架构的实时企业”中提到的Hopping Window http://t.cn/SPPAP3  ,无,无,2011-10-22 11:11,微博 weibo.com,0,0,0
xtTyzgEKt,#qcon# 呃，这个事件驱动架构的session，原来是在给微软的StreamInsight打广告呀……  ,无,无,2011-10-22 10:57,微博 weibo.com,0,0,0
xtTmgjaTi,昨晚忘了找 @田春冰河 要PCL的签名赠书，失策失策  ,无,无,2011-10-22 10:27,微博 weibo.com,0,0,4
xtTlAmtgg,#qcon# 第二天，主要对“基于事件驱动架构的实时企业”以及devop主题感兴趣，尤其是下午的chef。  ,无,无,2011-10-22 10:25,微博 weibo.com,0,0,0
xtOYf0FR6,新浪微博的界面好复杂，眼花缭乱。另外为啥这么多人的ID都是“单位姓名”这个模式？以后跳槽了怎么办？  ,无,无,2011-10-21 23:17,微博 weibo.com,0,0,4
